time(s),nformants,F1(Hz),B1(Hz),F2(Hz),B2(Hz),F3(Hz),B3(Hz),F4(Hz),B4(Hz),F5(Hz),B5(Hz)
5.195000,4,936.084,76.745,2022.089,546.686,2729.079,301.566,4680.352,262.232,--undefined--,--undefined--
5.200000,4,939.484,78.658,2068.859,503.238,2769.520,363.185,4651.603,252.336,--undefined--,--undefined--
5.205000,4,944.582,81.666,2100.023,434.136,2837.552,380.004,4571.252,220.897,--undefined--,--undefined--
5.210000,4,947.045,82.611,2110.240,370.848,2901.455,338.469,4512.610,167.580,--undefined--,--undefined--
5.215000,4,946.907,82.572,2104.209,347.422,2931.326,302.392,4491.023,140.048,--undefined--,--undefined--
5.220000,4,948.773,85.612,2088.147,365.298,2937.636,301.203,4496.500,142.761,--undefined--,--undefined--
5.225000,4,947.152,87.285,2063.731,403.764,2928.717,305.587,4517.133,164.985,--undefined--,--undefined--
5.230000,4,949.401,91.892,2039.412,453.655,2904.139,307.348,4553.346,202.544,--undefined--,--undefined--
5.235000,4,953.798,99.182,2014.116,514.384,2865.710,306.650,4599.990,237.237,--undefined--,--undefined--
5.240000,5,957.340,105.724,1981.751,578.922,2819.832,294.280,4633.333,251.351,5005.159,2909.721
5.245000,5,958.821,109.594,1945.439,628.361,2777.760,268.583,4642.499,258.327,4649.638,2434.102
5.250000,5,958.526,110.145,1913.728,648.779,2744.578,239.551,4634.198,269.980,4640.651,2236.833
5.255000,5,954.183,105.486,1885.267,629.231,2716.963,219.359,4627.462,283.775,4721.884,2129.879
5.260000,5,948.319,99.907,1875.024,587.567,2697.481,234.598,4631.162,287.291,4841.058,2174.461
5.265000,5,945.015,96.336,1927.890,556.038,2717.280,334.948,4634.238,274.943,5247.385,2748.242
5.270000,4,941.351,86.758,2028.290,427.431,2896.547,394.109,4595.911,230.267,--undefined--,--undefined--
5.275000,4,934.622,75.539,2060.980,333.805,3005.538,246.524,4544.694,172.684,--undefined--,--undefined--
5.280000,4,928.300,68.354,2084.387,315.672,3025.058,181.825,4544.368,171.584,--undefined--,--undefined--
5.285000,4,925.249,64.977,2106.184,328.325,3016.109,175.711,4564.606,210.737,--undefined--,--undefined--
5.290000,4,924.070,65.201,2119.111,398.152,2965.275,231.033,4547.282,219.996,--undefined--,--undefined--
5.295000,4,925.126,70.333,2081.537,578.278,2829.922,297.478,4513.738,203.465,--undefined--,--undefined--
5.300000,4,930.546,81.000,1957.365,709.979,2721.143,240.774,4517.693,229.222,--undefined--,--undefined--
5.305000,5,940.834,96.562,1928.317,742.790,2708.801,230.321,4532.704,258.952,5212.624,2558.717
5.310000,4,951.231,109.502,1954.176,743.770,2715.760,251.301,4517.429,239.092,--undefined--,--undefined--
5.315000,5,958.242,116.115,1950.800,718.954,2705.452,256.946,4528.502,250.454,4912.450,2108.983
5.320000,5,958.214,115.087,1943.241,700.750,2686.601,246.021,4578.560,317.297,4686.264,1758.695
5.325000,5,954.469,111.938,1955.613,708.047,2677.300,223.889,4590.028,379.660,4767.579,1780.202
5.330000,4,955.318,113.142,2001.266,750.941,2687.543,208.336,4506.883,318.345,--undefined--,--undefined--
5.335000,4,962.724,118.782,2098.287,820.250,2712.358,221.246,4465.599,252.191,--undefined--,--undefined--
5.340000,4,967.598,122.509,2172.357,877.513,2734.318,243.304,4466.524,251.558,--undefined--,--undefined--
5.345000,4,970.436,125.832,2156.333,947.444,2740.439,246.787,4481.978,265.961,--undefined--,--undefined--
5.350000,4,972.917,131.803,2077.387,981.435,2733.915,231.438,4489.958,308.220,--undefined--,--undefined--
5.355000,5,968.653,134.182,1956.356,930.497,2706.388,195.483,4472.068,392.422,4914.243,1764.321
5.360000,5,961.676,130.894,1877.797,824.593,2673.937,148.823,4426.473,377.888,4838.456,1375.798
5.365000,5,956.385,122.013,1881.778,776.775,2663.130,130.516,4473.606,465.483,4556.210,1151.759
5.370000,5,955.088,113.846,1980.923,837.190,2680.082,162.260,4331.951,1407.306,4581.579,441.843
5.375000,5,952.275,106.037,2082.413,856.872,2704.760,206.898,4329.458,1890.996,4573.580,382.159
5.380000,5,947.976,98.214,2110.407,823.398,2718.986,222.607,4440.116,2221.561,4545.502,329.440
5.385000,5,942.811,91.344,2089.775,803.460,2717.709,212.039,4535.473,301.046,4586.128,2313.878
5.390000,5,936.647,84.015,2045.546,791.426,2709.449,193.078,4546.190,288.166,4580.989,2098.040
5.395000,5,932.192,77.829,2013.531,786.759,2700.371,176.942,4558.933,282.675,4589.948,1947.654
5.400000,5,930.129,74.094,1988.379,785.507,2689.671,161.974,4583.757,293.307,4601.166,1822.430
5.405000,5,928.802,72.306,1954.063,780.200,2676.630,144.000,4604.535,1676.476,4604.938,304.754
5.410000,5,927.778,71.735,1910.638,771.405,2664.358,127.086,4572.776,1566.132,4626.207,308.282
5.415000,5,927.447,72.315,1878.182,782.579,2658.524,119.225,4482.863,1616.384,4660.941,284.625
5.420000,5,926.739,72.590,1866.587,831.804,2660.304,118.735,4323.843,1838.553,4707.776,232.698
5.425000,5,923.972,69.635,1861.034,896.344,2664.419,112.719,4159.561,1991.241,4745.662,190.945
5.430000,5,919.306,62.970,1851.733,957.830,2667.075,97.730,4093.377,1875.719,4755.254,182.293
5.435000,5,915.102,56.114,1869.538,1061.365,2670.138,86.974,4055.942,1688.593,4739.722,185.120
5.440000,5,913.019,50.736,1949.128,1226.947,2674.451,88.212,4064.724,1700.583,4695.280,201.753
5.445000,5,913.131,47.899,2112.263,1384.837,2680.068,104.035,4192.453,2138.097,4633.233,226.205
5.450000,5,915.316,48.831,2255.329,1345.652,2689.691,130.292,4580.294,240.004,4684.440,2853.390
5.455000,5,918.997,53.080,2243.175,1206.192,2707.569,158.716,4563.271,245.377,5043.580,2762.318
5.460000,5,921.645,57.603,2184.197,1052.072,2734.061,189.927,4579.442,260.447,4830.880,2311.811
5.465000,5,921.880,59.215,2166.291,895.117,2764.987,225.532,4604.261,264.354,4720.018,2181.779
5.470000,5,919.401,57.141,2191.498,737.654,2800.625,261.292,4607.468,252.408,4816.683,2439.955
5.475000,4,915.238,52.934,2225.584,575.548,2842.778,278.550,4570.137,232.324,--undefined--,--undefined--
5.480000,4,911.920,49.516,2251.183,433.133,2879.409,260.638,4509.570,186.351,--undefined--,--undefined--
5.485000,4,910.817,48.755,2261.258,355.824,2884.575,237.347,4470.882,156.420,--undefined--,--undefined--
5.490000,4,910.074,48.768,2251.418,363.300,2849.210,247.264,4476.577,169.396,--undefined--,--undefined--
5.495000,4,909.871,49.070,2223.286,391.663,2796.614,249.257,4478.833,172.135,--undefined--,--undefined--
5.500000,4,910.357,49.344,2191.483,403.164,2754.167,235.498,4474.359,166.367,--undefined--,--undefined--
5.505000,4,910.764,49.353,2176.864,399.114,2736.401,227.861,4480.313,179.360,--undefined--,--undefined--
5.510000,4,911.544,50.285,2193.116,375.970,2754.546,233.332,4494.512,204.951,--undefined--,--undefined--
5.515000,4,912.923,51.606,2217.919,338.305,2796.003,236.107,4506.999,230.593,--undefined--,--undefined--
5.520000,4,915.649,54.169,2234.008,316.315,2831.837,234.685,4560.599,304.814,--undefined--,--undefined--
5.525000,4,919.436,58.628,2242.522,325.417,2841.984,242.429,4683.319,347.777,--undefined--,--undefined--
5.530000,4,924.779,64.162,2235.334,359.992,2817.534,257.273,4704.063,287.095,--undefined--,--undefined--
5.535000,4,929.907,69.538,2208.413,409.403,2765.098,255.140,4645.367,258.557,--undefined--,--undefined--
5.540000,4,932.394,72.774,2170.674,446.282,2713.309,222.405,4582.134,237.805,--undefined--,--undefined--
5.545000,4,932.666,73.760,2143.161,450.994,2684.574,188.947,4544.382,218.610,--undefined--,--undefined--
5.550000,4,931.186,73.178,2132.496,442.242,2672.383,170.461,4528.283,211.724,--undefined--,--undefined--
5.555000,4,928.941,72.361,2130.421,437.811,2667.855,161.369,4530.826,222.217,--undefined--,--undefined--
5.560000,4,927.793,72.968,2134.759,442.302,2668.126,157.078,4551.851,242.675,--undefined--,--undefined--
5.565000,5,928.559,76.410,2151.456,461.638,2675.050,162.275,4564.780,247.916,5202.065,2609.180
5.570000,4,932.993,83.793,2180.541,494.661,2687.807,176.710,4568.196,246.254,--undefined--,--undefined--
5.575000,4,938.507,91.918,2201.978,540.249,2697.268,185.784,4565.942,247.745,--undefined--,--undefined--
5.580000,4,942.726,97.454,2197.784,607.249,2697.271,180.873,4560.395,242.410,--undefined--,--undefined--
5.585000,5,945.655,100.741,2170.222,676.045,2693.279,166.715,4559.076,238.174,5075.151,3037.281
5.590000,5,948.572,103.333,2143.114,716.090,2691.877,154.280,4567.968,243.643,4821.011,2730.848
5.595000,5,950.857,104.753,2142.305,721.839,2696.426,155.192,4591.329,254.600,4760.914,2801.414
5.600000,5,950.122,103.137,2178.418,686.895,2713.691,177.346,4623.833,269.460,4952.850,3464.819
5.605000,4,948.936,99.614,2225.712,582.398,2756.055,214.185,4627.010,304.895,--undefined--,--undefined--
5.610000,4,945.949,93.350,2236.110,447.274,2818.725,227.737,4553.285,294.085,--undefined--,--undefined--
5.615000,4,937.025,81.962,2225.148,360.400,2872.441,222.646,4510.892,226.242,--undefined--,--undefined--
5.620000,4,927.473,69.944,2219.503,319.690,2900.279,221.117,4506.407,192.713,--undefined--,--undefined--
5.625000,4,922.841,63.662,2225.439,315.533,2890.964,228.089,4506.446,185.044,--undefined--,--undefined--
5.630000,4,921.865,62.115,2231.252,342.042,2851.418,237.505,4509.706,196.249,--undefined--,--undefined--
5.635000,4,923.660,64.057,2223.211,392.561,2800.250,235.124,4519.815,221.208,--undefined--,--undefined--
5.640000,4,928.278,69.070,2201.388,453.448,2760.058,221.296,4543.746,255.489,--undefined--,--undefined--
5.645000,4,934.571,75.739,2176.904,516.686,2741.968,216.023,4569.819,268.563,--undefined--,--undefined--
5.650000,4,940.202,81.547,2160.969,581.437,2744.789,227.920,4570.248,247.082,--undefined--,--undefined--
5.655000,4,942.573,83.024,2159.359,631.915,2763.609,244.989,4549.299,220.160,--undefined--,--undefined--
5.660000,4,942.509,81.119,2174.578,646.675,2788.476,250.159,4517.128,189.805,--undefined--,--undefined--
5.665000,4,941.627,77.912,2188.259,621.031,2803.379,243.728,4489.413,161.809,--undefined--,--undefined--
5.670000,4,939.509,74.382,2186.221,582.032,2800.742,237.641,4479.294,150.153,--undefined--,--undefined--
5.675000,4,938.842,72.538,2198.086,521.993,2801.429,238.247,4493.112,165.668,--undefined--,--undefined--
5.680000,4,939.697,72.649,2218.484,448.655,2817.487,245.545,4552.272,240.320,--undefined--,--undefined--
5.685000,4,938.216,72.021,2218.530,404.499,2821.195,259.631,4627.319,271.879,--undefined--,--undefined--
5.690000,4,934.331,67.994,2201.923,375.289,2796.156,258.116,4573.673,253.975,--undefined--,--undefined--
5.695000,4,926.385,59.944,2182.645,376.069,2766.483,251.175,4546.524,228.986,--undefined--,--undefined--
5.700000,4,919.096,52.235,2179.744,373.068,2762.136,243.663,4551.543,224.607,--undefined--,--undefined--
5.705000,4,915.541,48.038,2197.762,353.946,2790.417,237.383,4529.394,198.932,--undefined--,--undefined--
5.710000,4,912.109,44.535,2211.973,368.217,2815.264,236.846,4529.950,189.131,--undefined--,--undefined--
5.715000,5,908.035,41.671,2211.447,454.773,2799.400,245.842,4611.253,214.969,4719.317,3973.511
5.720000,5,908.479,42.685,2209.362,581.323,2765.611,233.757,4107.774,3200.848,4673.656,210.844
5.725000,5,911.386,45.709,2209.799,728.576,2736.319,206.044,4135.768,3000.929,4658.550,235.325
5.730000,5,912.993,48.565,2221.874,877.797,2718.615,178.710,4453.155,3457.783,4576.334,236.658
5.735000,5,914.417,51.594,2218.611,1035.496,2704.801,151.001,4498.512,181.072,4876.284,4369.172
5.740000,5,915.434,55.334,2075.926,1265.345,2687.912,114.543,3776.295,3212.270,4453.004,115.788
5.745000,5,916.009,59.891,1807.967,1217.376,2675.290,77.843,3710.298,2142.948,4447.467,94.237
5.750000,5,918.126,65.560,1694.435,1101.611,2673.316,58.622,4026.898,1967.218,4471.718,139.531
5.755000,5,919.397,72.898,1596.085,976.670,2674.130,52.409,3947.896,1584.348,4502.835,174.594
5.760000,5,918.609,80.391,1513.681,827.046,2675.465,50.543,3713.660,1246.518,4515.900,148.487
5.765000,5,912.429,77.164,1453.980,665.571,2674.831,48.276,3520.127,950.344,4482.706,84.339
5.770000,5,901.259,58.714,1415.125,525.432,2671.603,44.334,3371.541,661.379,4450.177,38.045
5.775000,5,892.496,37.679,1398.896,488.834,2669.885,41.947,3294.404,512.139,4443.785,25.788
5.780000,5,890.911,24.876,1416.796,656.742,2674.388,47.563,3296.271,583.345,4470.422,41.005
5.785000,5,892.212,15.392,1486.456,1121.606,2682.639,64.970,3315.650,829.686,4516.115,80.774
5.790000,5,894.287,8.684,1523.472,2197.480,2686.949,120.673,3143.107,887.615,4522.331,106.044
5.795000,5,903.028,6.176,978.936,3647.262,2643.984,220.352,3046.513,364.588,4654.055,146.352
5.800000,4,918.384,7.434,2563.291,283.262,3054.733,145.940,4730.997,121.967,--undefined--,--undefined--
5.805000,4,929.843,18.850,2430.353,526.864,3049.477,102.120,4512.413,158.809,--undefined--,--undefined--
5.810000,4,931.538,30.766,2255.815,737.499,3041.526,81.374,4435.643,121.379,--undefined--,--undefined--
5.815000,4,947.412,83.272,2228.517,664.069,3026.670,114.283,4525.917,183.523,--undefined--,--undefined--
5.820000,4,997.807,130.714,2298.811,518.500,3015.958,161.101,4640.920,186.571,--undefined--,--undefined--
5.825000,4,1116.085,187.683,2386.609,364.419,3020.830,173.141,4680.162,205.020,--undefined--,--undefined--
5.830000,4,1143.538,195.171,2403.534,297.977,3016.604,157.696,4602.567,203.233,--undefined--,--undefined--
5.835000,4,1002.400,124.978,2373.795,348.322,3011.746,165.900,4594.483,198.174,--undefined--,--undefined--
5.840000,4,934.056,54.239,2332.190,390.276,3027.913,129.947,4486.549,129.349,--undefined--,--undefined--
5.845000,4,906.777,25.098,2248.741,508.928,3050.954,82.623,4442.458,59.375,--undefined--,--undefined--
5.850000,4,896.509,14.088,2037.338,566.212,3064.824,45.753,4427.766,45.759,--undefined--,--undefined--
5.855000,4,889.423,9.054,1959.228,267.132,3079.795,31.813,4448.463,41.727,--undefined--,--undefined--
5.860000,4,886.723,8.261,2027.825,188.539,3067.904,60.190,4474.711,77.232,--undefined--,--undefined--
5.865000,5,884.820,9.760,2105.217,222.374,3005.336,130.326,4514.733,153.008,4691.396,1866.667
5.870000,5,884.287,13.052,2217.115,304.614,2965.512,162.985,4499.547,138.815,4639.576,2520.581
5.875000,5,886.882,16.679,2389.390,338.056,2994.244,180.015,3868.165,4049.652,4519.191,131.419
5.880000,5,891.262,20.276,2284.602,2887.862,2568.103,263.374,3060.920,183.368,4574.885,130.128
5.885000,5,900.945,28.383,1492.743,3774.031,2615.283,150.272,3079.047,136.674,4449.596,56.623
5.890000,5,909.433,44.785,1589.880,2062.330,2631.795,150.941,3092.118,128.429,4434.279,32.925
5.895000,5,911.940,61.580,1624.245,1185.640,2629.157,148.001,3095.791,111.764,4450.752,38.021
5.900000,5,916.175,72.164,1674.382,1042.523,2622.228,174.637,3094.058,129.182,4602.007,138.819
5.905000,5,927.895,77.089,1917.804,1718.754,2607.607,357.462,3050.086,325.589,4571.416,139.258
5.910000,5,926.606,68.569,2445.293,2425.866,2505.376,700.296,2877.964,405.602,4485.012,102.432
5.915000,5,917.783,57.660,2231.648,1144.364,2681.769,1227.984,2826.380,449.357,4453.045,61.867
5.920000,5,907.939,45.334,1876.060,953.928,2510.616,492.756,3039.023,299.300,4435.320,39.770
5.925000,5,901.484,33.419,1816.649,914.768,2417.029,387.451,3061.298,143.481,4426.985,27.492
5.930000,5,898.649,25.267,2268.016,1719.059,2327.459,485.420,3013.604,225.748,4441.377,42.804
5.935000,5,890.962,15.437,2403.084,1813.362,2486.498,463.389,2955.045,355.508,4446.338,70.053
5.940000,5,885.890,8.638,2346.813,2786.581,2603.506,214.675,2924.851,470.516,4436.502,56.942
5.945000,4,883.671,5.216,2625.303,73.151,2983.835,358.772,4421.024,18.823,--undefined--,--undefined--
5.950000,4,883.884,4.378,2634.719,33.741,3052.004,207.409,4415.539,11.974,--undefined--,--undefined--
5.955000,5,769.013,4309.368,886.399,6.671,2635.600,40.844,3073.698,207.932,4419.985,16.638
5.960000,5,893.076,13.206,1233.084,4416.246,2633.848,77.747,3056.790,347.180,4425.895,33.151
5.965000,4,912.180,30.251,2647.944,170.687,2892.381,669.302,4452.861,81.979,--undefined--,--undefined--
5.970000,4,960.595,74.911,2425.122,1209.421,2711.603,169.627,4495.084,133.569,--undefined--,--undefined--
5.975000,5,958.350,73.628,1941.226,696.980,2761.334,147.008,4474.568,117.411,4842.377,2363.310
5.980000,4,907.377,20.790,1855.803,344.344,2956.812,152.670,4440.799,47.081,--undefined--,--undefined--
